"EventDate","alias_name","price","commented","market_time","screen_size","ram_size","rom_size","battery_capacity","cost_efficient","performance","endurance","appearance","camera_performance"
2020-11-27, iPhone X2 Plus,"0","4","2018年09月13日","","","","","0","0","0","0","0"
2020-11-28,"10 Pro","4999","28","2020年2月18日","6.67","8GB","256GB","4500mAh","8","9","8","7","8"
2020-11-28,"11 pro max","9599","52","2019年09月","6.5","4GB","64GB","3969mAh大电池手机","5","10","6","6","7"
2020-11-28,"1107","380","1","2010年","1.52","","","800mAh","0","0","0","0","0"
2020-11-28,"11Pro","0","0","","6.67","","","4500mAh","0","0","0","0","0"
2020-11-28,"129°广角","4699","6","2020年05月","6.6","8GB","256GB","4500mAh","8","10","8","7","6"
2020-11-28,"15","1998","107","2018年>","5.46","4GB","64GB/128GB","3000mAh（30分钟充电49%）","5","5","5","6","6"
2020-11-28,"15 Lite","1198","11","2018年06月15日","6","4GB","64GB","3500mAh大电池手机","4","4","6","7","7"
2020-11-28,"15 Plus","16999","17","2020年9月","7.6","12GB","512GB","4500mAh","8","10","8","8","9"
2020-11-28,"1501-A02","299","228","2016年06月>","5","2GB","16GB","2500mAh","8","4","6","8","7"
2020-11-28,"1501-M02","299","228","2016年06月>","5","2GB","16GB","2500mAh","8","4","6","8","7"
2020-11-28,"1503-A01","759","318","2016年05月>","5.5","4GB","32GB","3080mAh","9","8","8","7","8"
2020-11-28,"1503-M02","759","318","2016年05月>","5.5","4GB","32GB","3080mAh","9","8","8","7","8"
2020-11-28,"1505-A01","1200","500","2016年11月>","5.5","4GB","64GB","5000mAh","8","4","9","7","7"
2020-11-28,"1505-A02","1200","500","2016年11月>","5.5","4GB","64GB","5000mAh","8","4","9","7","7"
2020-11-28,"1509-A00","2100","98","2016年08月30日","6","6GB","128GB","3700mAh大电池手机","8","9","8","8","9"
2020-11-28,"1509-M02","2100","98","2016年08月30日","6","6GB","128GB","3700mAh大电池手机","8","9","8","8","9"
2020-11-28,"1515-A01","1750","50","2016年08月>","5.5","4GB","128GB","3200mAh","7","5","6","6","6"
2020-11-28,"16","6999","15","2020年08月16日","6.67","16GB","512GB","4500mAh","9","10","9","8","8"
2020-11-28,"16 X","1199","45","2018年09月19日","6","6GB","64GB/128GB","3100mAh","9","9","8","9","9"
2020-11-28,"1603-A02","599","5","2016年09月>","5.5","3GB","32GB","4000mAh","6","6","6","6","6"
2020-11-28,"1603-A03","499","76","2016年10月18日","5.5","3GB","32GB","4000mAh","6","6","6","7","6"
2020-11-28,"1605-A01","699","138","2017年05月>","5.5","6GB","64GB/128GB/32GB","3730mAh大电池手机","6","4","6","6","6"
2020-11-28,"1605-A02","699","138","2017年05月>","5.5","6GB","64GB/128GB/32GB","3730mAh大电池手机","6","4","6","6","6"
2020-11-28,"1607-A01","699","138","2017年05月>","5.5","6GB","64GB/128GB/32GB","3730mAh大电池手机","6","4","6","6","6"
2020-11-28,"16S","3688","93","2019年04月28日","6.2","8GB","128GB","3600mAh（30分钟充电52%）大电池手机","8","9","8","9","9"
2020-11-28,"16T","2499","36","2019年10月28日","6.5","8GB","256GB","4500mAh","9","10","9","8","8"
2020-11-28,"16s","3688","93","2019年04月28日","6.2","8GB","128GB","3600mAh（30分钟充电52%）大电池手机","8","9","8","9","9"
2020-11-28,"16s Pro","2998","34","2019年08月>","6.2","6GB","128GB","3600mAh大电池手机","9","10","8","9","9"
2020-11-28,"16th","1598","348","2018年08月","6","6GB","64GB/128GB","3010mAh（30分钟充电无%）","10","9","8","9","9"
2020-11-28,"16th Plus","1798","52","2018年08月","6.5","6GB","128GB","3640mAh大电池手机","9","9","8","9","8"
2020-11-28,"1701-M01","459","15","2017年03月>","5","2GB","16GB","2000mAh","5","5","6","6","5"
2020-11-28,"1703-M01","288","3","2017年05月>","5","2GB","16GB","2000mAh","4","2","4","2","4"
2020-11-28,"1707-A01","999","38","2017年12月14日","5.93","6GB","64GB","5030mAh（30分钟充电40%）","7","5","8","8","7"
2020-11-28,"1711-A01","799","21","2017年09月06日","5.5","4GB","32GB","4020mAh","5","3","5","5","4"
2020-11-28,"1713-A01","599","31","2017年12月14日","5.5","4GB","32GB","4020mAh","7","3","8","8","7"
2020-11-28,"1801-A01","1099","81","2017年11月","5.99","6GB","64GB/128GB","4050mAh","8","7","9","8","8"
2020-11-28,"1803-A01","1599","20","2018年08月","5.99","6GB","128GB","4050mAh","6","5","6","5","5"
2020-11-28,"1807-A01","1599","263","2018年08月","5.99","6GB","64GB/128GB","4000mAh（30分钟充电43%）","7","7","8","7","7"
2020-11-28,"1809-A01","1599","263","2018年08月","5.99","6GB","64GB/128GB","4000mAh（30分钟充电43%）","7","7","8","7","7"
2020-11-28,"1831-A0","599","21","2018年09月04日","5.85","4GB","64GB","2800mAh","7","7","6","9","3"
2020-11-28,"1832-A0","499","22","2019年01月>","6","3GB","32GB","3200mAh","0","0","0","0","0"
2020-11-28,"1872-A0","799","3","2018年07月","5.85","4GB","64GB","2800mAh","4","4","7","7","5"
2020-11-28,"2012051","1099","424","2012年","4","1GB","4GB","1930mAh","6","6","5","6","6"
2020-11-28,"2012052","1099","424","2012年","4","1GB","4GB","1930mAh","6","6","5","6","6"
2020-11-28,"2012053","1099","424","2012年","4","1GB","4GB","1930mAh","6","6","5","6","6"
2020-11-28,"2012061","1126","1","2018年>","5.99","4GB","64GB","3010mAh","0","0","0","0","0"
2020-11-28,"2012062","1126","1","2018年>","5.99","4GB","64GB","3010mAh","0","0","0","0","0"
2020-11-28,"2012121","3799","25","2020年>","6.67","8GB","128GB","4780mAh","9","9","8","7","8"
2020-11-28,"2013012","1599","180","2018年03月","5.99","8GB","256GB","3400mAh大电池手机","6","6","5","6","6"
2020-11-28,"2013021","1599","180","2018年03月","5.99","8GB","256GB","3400mAh大电池手机","6","6","5","6","6"
2020-11-28,"2013022","2599","17","2020年11月1日","6.67","8GB","128GB","5000mAh","9","9","8","8","8"
2020-11-28,"2013023","2599","17","2020年11月1日","6.67","8GB","128GB","5000mAh","9","9","8","8","8"
2020-11-28,"2013028","599","892","2014年11月","4.7","1GB","8GB","2200mAh","6","5","4","5","5"
2020-11-28,"2013029","599","892","2014年11月","4.7","1GB","8GB","2200mAh","6","5","4","5","5"
2020-11-28,"2013061","0","0","2019年>","6.088","4GB","128GB","4030mAh","0","0","0","0","0"
2020-11-28,"2013062","0","0","2019年>","6.088","4GB","128GB","4030mAh","0","0","0","0","0"
2020-11-28,"2013063","0","0","2019年>","6.088","4GB","128GB","4030mAh","0","0","0","0","0"
2020-11-28,"2013121","1599","1","","6.67","6GB","128GB","4820mAh","6","6","8","6","8"
2020-11-28,"2013122","1599","1","","6.67","6GB","128GB","4820mAh","6","6","8","6","8"
2020-11-28,"2014011","599","892","2014年11月","4.7","1GB","8GB","2200mAh","6","5","4","5","5"
2020-11-28,"2014017","1599","1","","6.67","6GB","128GB","4820mAh","6","6","8","6","8"
2020-11-28,"2014018","1599","1","","6.67","6GB","128GB","4820mAh","6","6","8","6","8"
2020-11-28,"2014021","1599","1","","6.67","6GB","128GB","4820mAh","6","6","8","6","8"
2020-11-28,"2014022","1599","1","","6.67","6GB","128GB","4820mAh","6","6","8","6","8"
2020-11-28,"2014055","2599","17","2020年11月1日","6.67","8GB","128GB","5000mAh","9","9","8","8","8"
2020-11-28,"2014112","498","8","2018年6月15","5.45","2GB","16GB","3000mAh","7","5","6","7","5"
2020-11-28,"2014215","799","93","2017年03月03日","5.15","3GB","64GB","2860mAh","5","6","5","7","6"
2020-11-28,"2014216","799","93","2017年03月03日","5.15","3GB","64GB","2860mAh","5","6","5","7","6"
2020-11-28,"2014218","799","93","2017年03月03日","5.15","3GB","64GB","2860mAh","5","6","5","7","6"
2020-11-28,"2014501","599","892","2014年11月","4.7","1GB","8GB","2200mAh","6","5","4","5","5"
2020-11-28,"2014502","2599","17","2020年11月1日","6.67","8GB","128GB","5000mAh","9","9","8","8","8"
2020-11-28,"2014512","2599","17","2020年11月1日","6.67","8GB","128GB","5000mAh","9","9","8","8","8"
2020-11-28,"2014616","999","124","2019年01月15日","6.3","3GB","32GB","4000mAh","7","6","7","7","7"
2020-11-28,"2014617","999","124","2019年01月15日","6.3","3GB","32GB","4000mAh","7","6","7","7","7"
2020-11-28,"2014618","999","124","2019年01月15日","6.3","3GB","32GB","4000mAh","7","6","7","7","7"
2020-11-28,"2014619","999","124","2019年01月15日","6.3","3GB","32GB","4000mAh","7","6","7","7","7"
2020-11-28,"2014712","1599","1","","6.67","6GB","128GB","4820mAh","6","6","8","6","8"
2020-11-28,"2014715","1599","1","","6.67","6GB","128GB","4820mAh","6","6","8","6","8"
2020-11-28,"2014716","799","93","2017年03月03日","5.15","3GB","64GB","2860mAh","5","6","5","7","6"
2020-11-28,"2014719","799","93","2017年03月03日","5.15","3GB","64GB","2860mAh","5","6","5","7","6"
2020-11-28,"2014726","799","93","2017年03月03日","5.15","3GB","64GB","2860mAh","5","6","5","7","6"
2020-11-28,"2014811","498","8","2018年6月15","5.45","2GB","16GB","3000mAh","7","5","6","7","5"
2020-11-28,"2014812","498","8","2018年6月15","5.45","2GB","16GB","3000mAh","7","5","6","7","5"
2020-11-28,"2014813","498","8","2018年6月15","5.45","2GB","16GB","3000mAh","7","5","6","7","5"
2020-11-28,"2014816","2599","17","2020年11月1日","6.67","8GB","128GB","5000mAh","9","9","8","8","8"
2020-11-28,"2014817","498","8","2018年6月15","5.45","2GB","16GB","3000mAh","7","5","6","7","5"
2020-11-28,"2014818","498","8","2018年6月15","5.45","2GB","16GB","3000mAh","7","5","6","7","5"
2020-11-28,"2014819","498","8","2018年6月15","5.45","2GB","16GB","3000mAh","7","5","6","7","5"
2020-11-28,"2014821","498","8","2018年6月15","5.45","2GB","16GB","3000mAh","7","5","6","7","5"
2020-11-28,"2014910","999","2903","2014年05月","5.5","2GB","8GB","3100mAh","5","5","5","5","5"
2020-11-28,"2014911","999","2903","2014年05月","5.5","2GB","8GB","3100mAh","5","5","5","5","5"
2020-11-28,"2014912","999","2903","2014年05月","5.5","2GB","8GB","3100mAh","5","5","5","5","5"
2020-11-28,"2014915","999","2903","2014年05月","5.5","2GB","8GB","3100mAh","5","5","5","5","5"
2020-11-28,"2014916","999","2903","2014年05月","5.5","2GB","8GB","3100mAh","5","5","5","5","5"
2020-11-28,"2015011","999","124","2019年01月15日","6.3","3GB","32GB","4000mAh","7","6","7","7","7"
2020-11-28,"2015015","799","548","2015年09月>","5","2GB","16GB","3080mAh","5","6","5","6","6"
2020-11-28,"2015021","2499","1241","2015年05月>","5.7","4GB","64GB","3010mAh","5","4","5","6","6"
2020-11-28,"2015022","2499","1241","2015年05月>","5.7","4GB","64GB","3010mAh","5","4","5","6","6"
2020-11-28,"2015051","738","298","2017年02月>","5.5","2GB","16GB","4100mAh","6","4","6","6","5"
2020-11-28,"2015052","738","298","2017年02月>","5.5","2GB","16GB","4100mAh","6","4","6","6","5"
2020-11-28,"2015055","738","298","2017年02月>","5.5","2GB","16GB","4100mAh","6","4","6","6","5"
2020-11-28,"2015056","738","298","2017年02月>","5.5","2GB","16GB","4100mAh","6","4","6","6","5"
2020-11-28,"2015105","5299","15","2020年08月16日","6.67","8GB","128GB","4500mAh","9","10","9","8","8"
2020-11-28,"2015112","999","124","2019年01月15日","6.3","3GB","32GB","4000mAh","7","6","7","7","7"
2020-11-28,"2015115","999","124","2019年01月15日","6.3","3GB","32GB","4000mAh","7","6","7","7","7"
2020-11-28,"2015116","999","124","2019年01月15日","6.3","3GB","32GB","4000mAh","7","6","7","7","7"
2020-11-28,"20151209T","369","2","2016年03月>","5","1GB","8GB","2000mAh","5","5","4","4","4"
2020-11-28,"2015161","999","124","2019年01月15日","6.3","3GB","32GB","4000mAh","7","6","7","7","7"
2020-11-28,"2015201","5299","15","2020年08月16日","6.67","8GB","128GB","4500mAh","9","10","9","8","8"
2020-11-28,"2015211","0","190","","5.7","4GB/6GB","32GB/64GB/128GB","3500mAh大电池手机","6","10","6","6","6"
2020-11-28,"2015212","0","190","","5.7","4GB/6GB","32GB/64GB/128GB","3500mAh大电池手机","6","10","6","6","6"
2020-11-28,"2015213","0","190","","5.7","4GB/6GB","32GB/64GB/128GB","3500mAh大电池手机","6","10","6","6","6"
2020-11-28,"2015501","2499","1241","2015年05月>","5.7","4GB","64GB","3010mAh","5","4","5","6","6"
2020-11-28,"2015561","889","548","2015年09月>","5","3GB","32GB","3080mAh","5","6","5","6","6"
2020-11-28,"2015562","889","548","2015年09月>","5","3GB","32GB","3080mAh","5","6","5","6","6"
2020-11-28,"2015611","999","124","2019年01月15日","6.3","3GB","32GB","4000mAh","7","6","7","7","7"
2020-11-28,"2015617","999","124","2019年01月15日","6.3","3GB","32GB","4000mAh","7","6","7","7","7"
2020-11-28,"2015628","5299","15","2020年08月16日","6.67","8GB","128GB","4500mAh","9","10","9","8","8"
2020-11-28,"2015711","769","243","2016年09月>","5.15","3GB","64GB","3200mAh","6","8","5","5","6"
2020-11-28,"2015712","738","298","2017年02月>","5.5","2GB","16GB","4100mAh","6","4","6","6","5"
2020-11-28,"2015810","999","124","2019年01月15日","6.3","3GB","32GB","4000mAh","7","6","7","7","7"
2020-11-28,"2015811","999","124","2019年01月15日","6.3","3GB","32GB","4000mAh","7","6","7","7","7"
2020-11-28,"2015812","999","124","2019年01月15日","6.3","3GB","32GB","4000mAh","7","6","7","7","7"
2020-11-28,"2015815","999","124","2019年01月15日","6.3","3GB","32GB","4000mAh","7","6","7","7","7"
2020-11-28,"2015816","999","124","2019年01月15日","6.3","3GB","32GB","4000mAh","7","6","7","7","7"
2020-11-28,"2015817","999","124","2019年01月15日","6.3","3GB","32GB","4000mAh","7","6","7","7","7"
2020-11-28,"2015818","999","124","2019年01月15日","6.3","3GB","32GB","4000mAh","7","6","7","7","7"
2020-11-28,"2015819","999","124","2019年01月15日","6.3","3GB","32GB","4000mAh","7","6","7","7","7"
2020-11-28,"2015911","1389","178","2016年02月>","5","2GB","16GB","3260mAh","4","6","4","6","5"
2020-11-28,"2016001","1799","91","2018年07月","6.9","6GB","128GB","5500mAh","6","5","6","5","5"
2020-11-28,"2016002","1799","91","2018年07月","6.9","6GB","128GB","5500mAh","6","5","6","5","5"
2020-11-28,"2016007","1799","91","2018年07月","6.9","6GB","128GB","5500mAh","6","5","6","5","5"
2020-11-28,"2016020","1599","1","","6.67","6GB","128GB","4820mAh","6","6","8","6","8"
2020-11-28,"2016021","1599","1","","6.67","6GB","128GB","4820mAh","6","6","8","6","8"
2020-11-28,"2016030","829","170","2016年06月>","5","3GB","32GB","4100mAh","5","3","6","5","5"
2020-11-28,"2016031","829","170","2016年06月>","5","3GB","32GB","4100mAh","5","3","6","5","5"
2020-11-28,"2016032","829","170","2016年06月>","5","3GB","32GB","4100mAh","5","3","6","5","5"
2020-11-28,"2016033","800","43","2016年08月>","5","2GB","32GB","4100mAh","4","3","6","5","5"
2020-11-28,"2016035","800","43","2016年08月>","5","2GB","32GB","4100mAh","4","3","6","5","5"
2020-11-28,"2016036","800","43","2016年08月>","5","2GB","32GB","4100mAh","4","3","6","5","5"
2020-11-28,"2016037","829","170","2016年06月>","5","3GB","32GB","4100mAh","5","3","6","5","5"
2020-11-28,"2016050","999","0","2020年11月26日","6.53","4GB","128GB","6000mAh","0","0","0","0","0"
2020-11-28,"2016051","999","0","2020年11月26日","6.53","4GB","128GB","6000mAh","0","0","0","0","0"
2020-11-28,"2016060","999","4","2020年05月26日","6.53","4GB","128GB","5020mAh","6","5","6","5","5"
2020-11-28,"2016070","1299","161","2016年09月>","5.7","4GB","64GB","3800mAh大电池手机","6","10","6","5","5"
2020-11-28,"2016080","3699","165","2018年11月01日","6.39","8GB","128GB/256GB","3200mAh","9","9","7","8","8"
2020-11-28,"2016089","799","93","2017年03月03日","5.15","3GB","64GB","2860mAh","5","6","5","7","6"
2020-11-28,"2016090","999","4","2020年05月26日","6.53","4GB","128GB","5020mAh","6","5","6","5","5"
2020-11-28,"2016100","999","0","2020年11月26日","6.53","4GB","128GB","6000mAh","0","0","0","0","0"
2020-11-28,"2016101","999","0","2020年11月26日","6.53","4GB","128GB","6000mAh","0","0","0","0","0"
2020-11-28,"2016102","999","0","2020年11月26日","6.53","4GB","128GB","6000mAh","0","0","0","0","0"
2020-11-28,"2016111","599","66","2017年03月>","5","3GB","32GB","3120mAh","6","2","6","6","5"
2020-11-28,"2016112","599","66","2017年03月>","5","3GB","32GB","3120mAh","6","2","6","6","5"
2020-11-28,"2016116","599","66","2017年03月>","5","3GB","32GB","3120mAh","6","2","6","6","5"
2020-11-28,"2016117","599","66","2017年03月>","5","3GB","32GB","3120mAh","6","2","6","6","5"
2020-11-28,"2016130","999","0","2020年11月26日","6.53","4GB","128GB","6000mAh","0","0","0","0","0"
2020-11-28,"2017版GALAXY A3","0","4","","4.7","2GB","16GB","3000mAh","7","7","7","8","7"
2020-11-28,"2017版盖乐世J3","888","10","2017年08月","5","3GB","32GB","2600mAh（30分钟充电33%）","3","2","4","5","4"
2020-11-28,"2017版盖乐世J7","0","0","2017年>","5.5","2GB","16GB","3000mAh","0","0","0","0","0"
2020-11-28,"2018","7288","7","2017年12月","4.2","6GB","64GB/256GB","2300mAh","4","6","4","7","5"
2020-11-28,"2018 max","0","1","2018年>","5.5","3GB","32GB","4000mAh","0","0","0","0","0"
2020-11-27,"2018款iPhone","0","4","2018年09月13日","6.1","","","","0","0","0","0","0"
2020-11-28,"2019","14458","0","2018年11月09日","4.2","6GB","128GB/512GB","3070mAh","0","0","0","0","0"
2020-11-28,"2019 MIX","19999","17","2019年12月","7.92","12GB","512GB","4050mAh","4","7","5","7","7"
2020-11-28,"2019 Plus","1399","34","2019年09月10日","6.59","4GB","128GB","4000mAh","6","7","6","7","6"
2020-11-28,"2019款iPhone","0","1","2019年09月13日","6.1","","","","0","0","0","0","0"
2020-11-28,"2020","3299","63","2020年04月24日","4.7","3GB","64GB","1821mAh","9","10","6","9","8"
2020-11-28,"20Pro","2699","31","2019年06月","6.26","8GB","256GB","4000mAh","8","9","8","9","9"
2020-11-28,"21克 M1F","1218","32","2015年07月>","2.31","","","2600mAh","6","6","8","8","4"
2020-11-28,"27","2798","180","2019年03月","6.39","8GB","256GB","4000mAh（30分钟充电53%）","8","8","10","10","10"
2020-11-28,"2q741","0","0","2019年>","","6GB","128GB","","0","0","0","0","0"
2020-11-28,"3007","1299","177","2014年11月","4.7","1GB","8GB","2000mAh","4","5","4","5","6"
2020-11-28,"306","369","89","2014年07月","5","512MB","4GB","1800mAh","7","6","6","7","5"
2020-11-28,"308","270","79","2013年08月","4","256MB","512MB","1500mAh","5","4","6","6","5"
2020-11-28,"360 1801-A01","1099","81","2017年11月","5.99","6GB","64GB/128GB","4050mAh","8","7","9","8","8"
2020-11-28,"360 1809-A01","1599","263","2018年08月","5.99","6GB","64GB/128GB","4000mAh（30分钟充电43%）","7","7","8","7","7"
2020-11-28,"360 n7 lite","1599","20","2018年08月","5.99","6GB","128GB","4050mAh","6","5","6","5","5"
2020-11-28,"360 n7 pro","1599","263","2018年08月","5.99","6GB","64GB/128GB","4000mAh（30分钟充电43%）","7","7","8","7","7"
2020-11-28,"403SH","0","0","","","","","","0","0","0","0","0"
2020-11-28,"418","0","0","2004年04月","","","","","0","0","0","0","0"
2020-11-28,"4A","4999","0","2020年>","5.81","6GB","128GB","3140mAh","0","0","0","0","0"
2020-11-28,"4G","999","0","2020年11月26日","6.53","4GB","128GB","6000mAh","0","0","0","0","0"
2020-11-28,"4G Volte","3399","20","2020年10月19日","6.55","8GB","128GB","4500mAh","9","9","9","9","9"
2020-11-28,"4G+","999","0","2020年11月26日","6.53","4GB","128GB","6000mAh","0","0","0","0","0"
2020-11-28,"501","700","989","2015年10月>","5.5","3GB","16GB/32GB/64GB","3000mAh","7","4","5","7","6"
2020-11-28,"5G","6999","19","2020年10月30日","6.76","8GB","256GB","4400mAh","9","9","8","9","8"
2020-11-28,"5G Pro","6999","19","2020年10月30日","6.76","8GB","256GB","4400mAh","9","9","8","9","8"
2020-11-28,"5G+","6999","19","2020年10月30日","6.76","8GB","256GB","4400mAh","9","9","8","9","8"
2020-11-28,"5Splus","2299","161","2016年09月>","5.7","6GB","128GB","3800mAh大电池手机","6","10","6","5","5"
2020-11-28,"5z","1499","25","2019年10月","6.268","6GB","64GB","4000mAh","8","9","9","8","7"
2020-11-28,"6000","0","12","2011年","3.7","","","1500mAh","0","0","0","0","0"
2020-11-28,"6607","1699","118","2014年11月","5.9","2GB","16GB","3100mAh","5","6","5","5","5"
2020-11-28,"6X","919","163","2018年04月27日","5.99","6GB","64GB/128GB","3010mAh","6","6","4","6","6"
2020-11-28,"7 Plus","2799","358","2016年9月16日","5.5","3GB","32GB/128GB/256GB","2900mAh（30分钟充电18%）","7","9","8","8","8"
2020-11-28,"713-A01","599","31","2017年12月14日","5.5","4GB","32GB","4020mAh","7","3","8","8","7"
2020-11-28,"7722标准版","199","6","2015年05月>","5","1GB","8GB","2000mAh","5","5","4","6","7"
2020-11-28,"7D-501u","1999","700","2014年07月","7","2GB","16GB","5000mAh","7","7","7","7","6"
2020-11-28,"7D-503L","1999","700","2014年07月","7","2GB","16GB","5000mAh","7","7","7","7","6"
2020-11-28,"7D-503LT","1999","700","2014年07月","7","2GB","16GB","5000mAh","7","7","7","7","6"
2020-11-28,"7PLUS","849","183","2017年04月28日","5.5","4GB","64GB","4000mAh","8","5","8","7","6"
2020-11-28,"7S","1798","13","2019年07月","6.38","6GB","128GB","4500mAh","9","8","8","8","9"
2020-11-28,"7i","1460","0","2020年09月","6.5","8GB","128GB","5000mAh","0","0","0","0","0"
2020-11-28,"8 Lite","773","277","2017年02月28日","5.2","3GB","32GB","3000mAh","8","6","7","8","8"
2020-11-28,"8298-A01","338","39","2015年09月>","5","2GB","8GB","2500mAh","8","2","6","6","7"
2020-11-28,"8298-M02","379","39","2015年09月>","5","2GB","8GB","2500mAh","8","2","6","6","7"
2020-11-28,"8676-A01","750","303","2016年01月>","5.5","3GB","32GB","3000mAh","7","2","7","7","7"
2020-11-28,"8676-M01","700","303","2015年07月>","5.5","2GB","16GB","3000mAh","7","2","7","7","7"
2020-11-28,"8681-A01","699","127","2015年08月>","5.5","2GB","16GB","3000mAh","5","6","6","6","6"
2020-11-28,"8681-M01","699","127","2015年08月>","5.5","2GB","16GB","3000mAh","5","6","6","6","6"
2020-11-28,"8681-M02","699","127","2015年08月>","5.5","2GB","16GB","3000mAh","5","6","6","6","6"
2020-11-28,"8692-A00","1179","312","2015年08月>","6","3GB","16GB","3700mAh大电池手机","7","4","8","8","8"
2020-11-28,"8692-M02","1179","312","2015年08月>","6","3GB","16GB","3700mAh大电池手机","7","4","8","8","8"
2020-11-28,"8848 M3","15999","44","2016年07月>","5","4GB","128GB","3200mAh","4","5","6","6","6"
2020-11-28,"8848 M4","15999","20","2017年08月","5.15","6GB","128GB","3200mAh","5","6","6","7","6"
2020-11-28,"8848 M5","16999","25","2018年09月01日","5.65","6GB","256GB","3450mAh大电池手机","7","7","7","7","7"
2020-11-28,"8848 M5祥龙","29999","25","2018年12月","5.7","6GB","256GB","3450mAh大电池手机","7","7","7","7","7"
2020-11-28,"8848 M6","16999","20","2020年04月","6.01","8GB","512GB","4380mAh","3","7","9","9","6"
2020-11-28,"8848 M6尊享版","12989","20","2020年04月","6.01","8GB","256GB","4380mAh","3","7","9","9","6"
2020-11-28,"8848 M6巅峰版","16999","20","2020年04月","6.01","8GB","512GB","4380mAh","3","7","9","9","6"
2020-11-28,"8848 M6牛皮","19999","0","2020年>","6.01","12GB","1TB","4380mAh","0","0","0","0","0"
2020-11-28,"8848 M6祥龙限量版","44999","0","2020年>","6.01","12GB","512GB","4380mAh","0","0","0","0","0"
2020-11-28,"8848 M6蜥蜴皮","23999","0","2020年>","6.01","12GB","1TB","4380mAh","0","0","0","0","0"
2020-11-28,"8848 M6风尚版","9999","20","2020年04月","6.01","8GB","256GB","4380mAh","3","7","9","9","6"
2020-11-28,"8848 M6鳄鱼皮","29999","0","2020年>","6.01","12GB","1TB","4380mAh","0","0","0","0","0"
2020-11-28,"8848 超跑限量款","19999","20","2020年>","6.01","12GB","512GB","4380mAh","3","7","9","9","6"
2020-11-28,"8848M6祥龙限量版","44999","0","2020年>","6.01","12GB","512GB","4380mAh","0","0","0","0","0"
2020-11-28,"8848超跑限量款","19999","20","2020年>","6.01","12GB","512GB","4380mAh","3","7","9","9","6"
2020-11-28,"8S","1599","230","2018年12月10日","6.4","6GB","128GB","3400mAh（30分钟充电36%）大电池手机","7","8","8","8","8"
2020-11-28,"8X","1198","153","2018年09月","6.5","4GB","64GB/128GB","3750mAh（30分钟充电30%）大电池手机","8","8","8","9","8"
2020-11-28,"8XMax","1449","174","2018年10月","7.12","6GB","64GB/128GB","5000mAh","8","7","8","8","7"
2020-11-28,"970","4988","1","2019年>","6.47","6GB","128GB","4000mAh","6","8","6","5","8"
2020-11-28,"9E","999","4","2019年03月","6.088","3GB","32GB/64GB","3020mAh","7","5","4","7","5"
2020-11-28,A-11,"5499","58","2019年09月20日","6.1","4GB","64GB","3110mAh","6","10","6","6","7"
2020-11-28,A0001,"500","0","","","","","800mAh","0","0","0","0","0"
2020-11-27,A0101,"3699","25","2020年>","6.67","8GB","128GB","4780mAh","9","9","8","7","8"
2020-11-28,A0722,"886","3","2018年09月","5.45","4GB","64GB","3200mAh","0","0","0","0","0"
2020-11-28,A1,"3799","20","2019年2月","5.99","6GB","128GB","3320mAh大电池手机","5","9","5","7","8"
2020-11-28,A1 Plus,"3799","20","2019年2月","5.99","6GB","128GB","3320mAh大电池手机","5","9","5","7","8"
2020-11-28,A1 Q,"1099","20","2017年04月>","5","3GB","32GB","4050mAh","0","0","0","0","0"
2020-11-28,A10,"0","0","2019年>","6.2","2GB","32GB","3400mAh大电池手机","0","0","0","0","0"
2020-11-28,A10-4G,"4482","0","2015年06月>","6","3GB","32GB","","0","0","0","0","0"
2020-11-28,A107,"0","0","2010年","1.5","","","","0","0","0","0","0"
2020-11-28,A108,"135","1","2011年05月","","","","950mAh","0","0","0","0","0"
2020-11-28,A11,"1099","79","2019年10月","6.5","4GB","128GB","5000mAh","9","9","10","9","9"
2020-11-28,A1203,"9299","20","2020年11月6日","6.7","6GB","128GB","3687mAh大电池手机","8","10","8","8","9"
2020-11-28,A1241,"9299","20","2020年11月6日","6.7","6GB","128GB","3687mAh大电池手机","8","10","8","8","9"
2020-11-28,A1303,"4700","95","2009年10月","3.5","","32GB","","6","6","6","7","6"
2020-11-28,A1324,"9299","20","2020年11月6日","6.7","6GB","128GB","3687mAh大电池手机","8","10","8","8","9"
2020-11-28,A1325,"4700","95","2009年10月","3.5","","32GB","","6","6","6","7","6"
2020-11-28,A1332,"5499","58","2019年09月20日","6.1","4GB","64GB","3110mAh","6","10","6","6","7"
2020-11-28,A1349,"5499","58","2019年09月20日","6.1","4GB","64GB","3110mAh","6","10","6","6","7"
2020-11-28,A1387,"4900","1163","2011年10月","3.5","512MB","","1420mAh","7","4","6","9","8"
2020-11-28,A1428,"9299","20","2020年11月6日","6.7","6GB","128GB","3687mAh大电池手机","8","10","8","8","9"
2020-11-28,A1429,"9299","20","2020年11月6日","6.7","6GB","128GB","3687mAh大电池手机","8","10","8","8","9"
2020-11-28,A1431,"4900","1163","2011年10月","3.5","512MB","","1420mAh","7","4","6","9","8"
2020-11-28,A1442,"9299","20","2020年11月6日","6.7","6GB","128GB","3687mAh大电池手机","8","10","8","8","9"
2020-11-28,A1453,"1199","2802","2013年09月","4","1GB","16GB/32GB/64GB","1560mAh","7","6","7","9","9"
2020-11-28,A1456,"2799","934","2013年09月","4","1GB","8GB/16GB/32GB/64GB","1510mAh","7","8","6","8","8"
