"EventDate","alias_name","price","commented","market_time","screen_size","ram_size","rom_size","battery_capacity","cost_efficient","performance","endurance","appearance","camera_performance"
2020-11-28,RMX1805,"1199","15","2020年10月19日","6.5","4GB","128GB","5000mAh","8","8","9","8","8"
2020-11-28,RMX1821,"999","0","2020年09月09日","6.5","6GB","64GB","5000mAh","0","0","0","0","0"
2020-11-28,RMX1822,"999","0","2020年09月09日","6.5","6GB","64GB","5000mAh","0","0","0","0","0"
2020-11-28,RMX1825,"999","0","2020年09月09日","6.5","6GB","64GB","5000mAh","0","0","0","0","0"
2020-11-28,RMX1827,"794","0","2019年>","6.2","3GB","32GB","4230mAh","0","0","0","0","0"
2020-11-28,RMX1851,"2399","16","2020年09月07日","6.55","8GB","64GB/128GB","4500mAh","9","9","8","8","9"
2020-11-28,RMX1853,"1350","0","2019年4月22日","6.3","4GB/6GB","64GB/128GB","4045mAh","0","0","0","0","0"
2020-11-28,RMX1901,"2399","16","2020年09月07日","6.55","8GB","128GB","4500mAh","9","9","8","8","9"
2020-11-28,RMX1911,"1199","15","2020年10月19日","6.5","4GB","128GB","5000mAh","8","8","9","8","8"
2020-11-28,RMX1915,"1199","15","2020年10月19日","6.5","4GB","128GB","5000mAh","8","8","9","8","8"
2020-11-28,RMX1919,"1199","15","2020年10月19日","6.5","4GB","128GB","5000mAh","8","8","9","8","8"
2020-11-28,RMX1925,"979","0","2019年11月","6.51","4GB","64GB/128GB","5000mAh","0","0","0","0","0"
2020-11-28,RMX1931,"2699","23","2019年10月18日","6.5","6GB","64GB","4000mAh","9","9","9","8","8"
2020-11-28,RMX1971,"2399","16","2020年10月19日","6.55","8GB","64GB","5000mAh","9","9","9","8","9"
2020-11-28,RMX1973,"2399","16","2020年09月07日","6.55","8GB","128GB","4500mAh","9","9","8","8","9"
2020-11-28,RMX1991,"2699","23","2019年10月18日","6.5","6GB","64GB","4000mAh","9","9","9","8","8"
2020-11-28,RMX1992,"2699","23","2019年10月18日","6.5","6GB","64GB","4000mAh","9","9","9","8","8"
2020-11-28,RMX1993,"2699","23","2019年10月18日","6.5","6GB","64GB","4000mAh","9","9","9","8","8"
2020-11-28,RMX2001,"1299","15","2020年10月19日","6.5","6GB","128GB","5000mAh","8","8","9","8","8"
2020-11-28,RMX2002,"0","0","2020年3月","","","","5000mAh","0","0","0","0","0"
2020-11-28,RMX2003,"1299","15","2020年10月19日","6.5","6GB","128GB","5000mAh","8","8","9","8","8"
2020-11-28,RMX2020,"700","0","2020年02月","6.5","4GB","64GB","5000mAh","0","0","0","0","0"
2020-11-28,RMX2021,"700","0","2020年02月","6.5","4GB","64GB","5000mAh","0","0","0","0","0"
2020-11-28,RMX2022,"700","0","2020年02月","6.5","4GB","64GB","5000mAh","0","0","0","0","0"
2020-11-28,RMX2025,"3599","24","2020年3月19日","6.44","8GB","128GB","4200mAh","9","9","8","8","8"
2020-11-28,RMX2027,"700","0","2020年02月","6.5","4GB","64GB","5000mAh","0","0","0","0","0"
2020-11-28,RMX2030,"0","0","2019年>","6.5","4GB","64GB","5000mAh","0","0","0","0","0"
2020-11-28,RMX2031,"0","0","2019年>","6.5","4GB","64GB","5000mAh","0","0","0","0","0"
2020-11-28,RMX2032,"0","0","2019年>","6.5","4GB","64GB","5000mAh","0","0","0","0","0"
2020-11-28,RMX2040,"0","0","2020年3月","6.5","4GB","128GB","5000mAh","0","0","0","0","0"
2020-11-28,RMX2041,"0","0","2020年3月","","","","5000mAh","0","0","0","0","0"
2020-11-28,RMX2042,"0","0","2020年3月","","","","5000mAh","0","0","0","0","0"
2020-11-28,RMX2050,"0","0","2020年>","6.5","3GB/4GB","32GB/64GB","5000mAh","0","0","0","0","0"
2020-11-28,RMX2051,"3599","24","2020年3月19日","6.44","8GB","128GB","4200mAh","9","9","8","8","8"
2020-11-28,RMX2052,"0","0","2020年4月29日","6.57","8GB/12GB","128GB/256B","4200mAh","0","0","0","0","0"
2020-11-28,RMX2061,"2199","16","2020年09月07日","6.55","6GB","128GB","4500mAh","9","9","8","8","9"
2020-11-28,RMX2063,"2199","16","2020年09月07日","6.55","6GB","128GB","4500mAh","9","9","8","8","9"
2020-11-28,RMX2071,"3599","24","2020年3月19日","6.44","8GB","128GB","4200mAh","9","9","8","8","8"
2020-11-28,RMX2072,"3599","24","2020年3月19日","6.44","8GB","128GB","4200mAh","9","9","8","8","8"
2020-11-28,RMX2075,"3599","24","2020年3月19日","6.44","8GB","128GB","4200mAh","9","9","8","8","8"
2020-11-28,RMX2076,"3599","24","2020年3月19日","6.44","8GB","128GB","4200mAh","9","9","8","8","8"
2020-11-28,RMX2081,"0","0","2020年06月","6.6","12GB","256GB","4200mAh","0","0","0","0","0"
2020-11-28,RMX2083,"0","0","2020年06月","6.6","12GB","256GB","4200mAh","0","0","0","0","0"
2020-11-28,RMX2085,"0","0","2020年06月","6.6","12GB","256GB","4200mAh","0","0","0","0","0"
2020-11-28,RMX2086,"0","0","2020年06月","6.6","12GB","256GB","4200mAh","0","0","0","0","0"
2020-11-28,RMX2103,"1460","0","2020年09月","6.5","8GB","128GB","5000mAh","0","0","0","0","0"
2020-11-28,RMX2104,"1460","0","2020年09月","6.5","8GB","128GB","5000mAh","0","0","0","0","0"
2020-11-28,RMX2111,"2399","16","2020年09月07日","6.55","8GB","128GB","5000mAh","9","9","8","8","9"
2020-11-28,RMX2112,"1399","16","2020年08月07日","6.5","6GB","128GB","5000mAh","9","9","10","10","7"
2020-11-28,RMX2117,"1199","15","2020年10月19日","6.5","4GB","128GB","5000mAh","8","8","9","8","8"
2020-11-28,RMX2121,"2399","16","2020年09月07日","6.55","8GB","128GB","4500mAh","9","9","8","8","9"
2020-11-28,RMX2141,"1999","16","2020年4月29日","6.57","6GB","128GB","4200mAh","9","9","8","10","8"
2020-11-28,RMX2142,"1999","16","2020年4月29日","6.57","6GB","128GB","4200mAh","9","9","8","10","8"
2020-11-28,RMX2144,"3599","24","2020年3月19日","6.44","8GB","128GB","4200mAh","9","9","8","8","8"
2020-11-28,RMX2151,"2399","16","2020年09月07日","6.55","8GB","128GB","4500mAh","9","9","8","8","9"
2020-11-28,RMX2161,"0","0","2020年>","6.5","6GB/8GB","64GB/128GB","4500mAh","0","0","0","0","0"
2020-11-28,RMX2170,"2399","16","2020年09月07日","6.55","8GB","128GB","4500mAh","9","9","8","8","9"
2020-11-28,RMX2173,"1599","1","2020年10月","6.43","8GB","128GB","4300mAh","9","9","9","9","8"
2020-11-28,RMX2176,"2399","16","2020年09月07日","6.55","8GB","128GB","4500mAh","9","9","8","8","9"
2020-11-28,RMX2193,"0","0","2020年>","6.5","6GB/8GB","64GB/128GB","4500mAh","0","0","0","0","0"
2020-11-28,RMX2200,"999","1","2020年10月20日","6.5","6GB","64GB","5000mAh","8","8","9","7","7"
2020-11-28,RMX2201,"999","0","2020年09月09日","6.5","6GB","64GB","5000mAh","0","0","0","0","0"
2020-11-28,RNE-AL00,"2199","0","2020年08月","6.8","6GB","128GB","4300mAh","0","0","0","0","0"
2020-11-28,ROG Phone,"5999","20","2018年09月","6","8GB","128GB/512GB","4000mAh","6","8","7","7","6"
2020-11-28,ROG Phone 3,"13899","2","2020年9月","6.59","16GB","512GB","6000mAh","9","10","10","7","8"
2020-11-28,ROG Phone2,"3999","36","2019年07月23日","6.59","8GB","128GB","6000mAh","8","10","9","8","6"
2020-11-28,ROG2,"3999","36","2019年07月23日","6.59","8GB","128GB","6000mAh","8","10","9","8","6"
2020-11-28,ROG手机,"5999","20","2018年09月","6","8GB","128GB/512GB","4000mAh","6","8","7","7","6"
2020-11-28,ROG手机2,"3999","36","2019年07月23日","6.59","8GB","128GB","6000mAh","8","10","9","8","6"
2020-11-28,ROG电竞手机,"5999","20","2018年09月","6","8GB","128GB/512GB","4000mAh","6","8","7","7","6"
2020-11-28,RVL-AL09,"1659","125","2018年07月","6.95","6GB","64GB/128GB","5000mAh","9","9","9","9","8"
2020-11-28,RY1201D,"12999","1","2019年05月","7.8","8GB","512GB","3970mAh大电池手机","0","0","0","0","0"
2020-11-28,Ramos M7,"999","8","2016年01月>","5","2GB","16GB","5000mAh","6","2","8","6","6"
2020-11-28,Redmi 10X 5G,"1899","11","2020年6月","6.57","8GB","64GB","4520mAh","5","5","5","3","4"
2020-11-28,Redmi 10X Pro,"2399","6","2020年6月","6.57","8GB","256GB","4520mAh","7","6","7","7","6"
2020-11-28,Redmi 3,"999","124","2019年01月15日","6.3","3GB","32GB","4000mAh","7","6","7","7","7"
2020-11-28,Redmi 3X,"2598","19","2020年3月27日","6.67","6GB","128GB","4700mAh","7","6","7","6","6"
2020-11-28,Redmi 4,"999","4","2020年05月26日","6.53","4GB","128GB","5020mAh","6","5","6","5","5"
2020-11-28,Redmi 4X,"2598","19","2020年3月27日","6.67","6GB","128GB","4700mAh","7","6","7","6","6"
2020-11-28,Redmi 5,"2599","17","2020年11月1日","6.67","8GB","128GB","5000mAh","9","9","8","8","8"
2020-11-28,Redmi 5A,"2599","17","2020年11月1日","6.67","8GB","128GB","5000mAh","9","9","8","8","8"
2020-11-28,Redmi 6,"1399","16","2019年12月","6.67","6GB","64GB","4500mAh","7","6","8","7","8"
2020-11-28,Redmi 6 Pro,"2598","19","2020年3月27日","6.67","6GB","128GB","4700mAh","7","6","7","6","6"
2020-11-28,Redmi 6A,"498","8","2018年6月15","5.45","2GB","16GB","3000mAh","7","5","6","7","5"
2020-11-28,Redmi 7,"999","124","2019年01月15日","6.3","3GB","32GB","4000mAh","7","6","7","7","7"
2020-11-28,Redmi 7A,"799","3","2019年5月28日","5.45","3GB","32GB","4000mAh","6","3","6","5","3"
2020-11-28,Redmi 8,"2599","17","2020年11月1日","6.67","8GB","128GB","5000mAh","9","9","8","8","8"
2020-11-28,Redmi 8A,"699","5","2019年10月15日","6.22","4GB","64GB","5000mAh","6","3","7","4","2"
2020-11-28,Redmi 8A Dual,"709","0","2020年4月2日","6.22","3GB","32GB","5000mAh","0","0","0","0","0"
2020-11-28,Redmi 9a,"999","0","2020年08月01日","6.53","6GB","64GB","5000mAh","0","0","0","0","0"
2020-11-28,Redmi G85,"1199","4","2020年05月26日","6.53","6GB","128GB","5020mAh","6","5","6","5","5"
2020-11-28,Redmi K20,"2799","9","2019年5月28","6.39","8GB","64GB","4000mAh","8","9","9","8","8"
2020-11-28,Redmi K20 Pro,"2198","36","2019年5月28","6.39","6GB","64GB","4000mAh","10","9","8","8","8"
2020-11-28,Redmi K30,"2599","17","2020年11月1日","6.67","8GB","128GB","5000mAh","9","9","8","8","8"
2020-11-28,Redmi K30 5G,"2599","17","2020年11月1日","6.67","8GB","128GB","5000mAh","9","9","8","8","8"
2020-11-28,Redmi K30 5G Speed,"2599","17","2020年11月1日","6.67","8GB","128GB","5000mAh","9","9","8","8","8"
2020-11-28,Redmi K30 Pro,"2598","19","2020年3月27日","6.67","6GB","128GB","4700mAh","7","6","7","6","6"
2020-11-28,Redmi K30 至尊纪,"3298","2","2020年08月14日","6.7","8GB","512GB","4500mAh","9","9","8","10","8"
2020-11-28,Redmi K30S,"3298","17","2020年11月1日","6.67","8GB","256GB","5000mAh","9","9","8","8","8"
2020-11-28,Redmi K30T,"0","0","2020年>","6.67","","","5000mAh","0","0","0","0","0"
2020-11-28,Redmi K30i,"1938","2","2020年07月04日","6.67","8GB","256GB","4500mAh","8","6","7","7","6"
2020-11-28,Redmi K30i 5G,"2599","17","2020年11月1日","6.67","8GB","128GB","5000mAh","9","9","8","8","8"
2020-11-28,Redmi K30极速版,"1699","0","2020年5月","6.67","6GB","128GB","4500mAh","0","0","0","0","0"
2020-11-28,Redmi K30至尊纪念版,"3298","2","2020年08月14日","6.7","8GB","512GB","4500mAh","9","9","8","10","8"
2020-11-28,Redmi K40,"0","0","2020年>","","","","4500mAh","0","0","0","0","0"
2020-11-28,Redmi K40 Pro,"0","0","2020年>","","","","4500mAh","0","0","0","0","0"
2020-11-28,Redmi Not,"0","0","2020年>","6.53","","","4500mAh","0","0","0","0","0"
2020-11-28,Redmi Note 10,"0","0","2020年>","6.53","","","4500mAh","0","0","0","0","0"
2020-11-28,Redmi Note 2,"1599","1","","6.67","6GB","128GB","4820mAh","6","6","8","6","8"
2020-11-28,Redmi Note 3,"999","124","2019年01月15日","6.3","3GB","32GB","4000mAh","7","6","7","7","7"
2020-11-28,Redmi Note 4,"899","7","2019年08月>","6.3","4GB","64GB","4000mAh","7","5","6","7","6"
2020-11-28,Redmi Note 5,"1599","1","","6.67","6GB","128GB","4820mAh","6","6","8","6","8"
2020-11-28,Redmi Note 5 Pro,"1599","1","","6.67","6GB","128GB","4820mAh","6","6","8","6","8"
2020-11-28,Redmi Note 5A,"1599","1","","6.67","6GB","128GB","4820mAh","6","6","8","6","8"
2020-11-28,Redmi Note 5A Prime,"1599","1","","6.67","6GB","128GB","4820mAh","6","6","8","6","8"
2020-11-28,Redmi Note 6 Pro,"1599","1","","6.67","6GB","128GB","4820mAh","6","6","8","6","8"
2020-11-28,Redmi Note 7,"999","124","2019年01月15日","6.3","3GB","32GB","4000mAh","7","6","7","7","7"
2020-11-28,Redmi Note 7 Pro,"1599","1","","6.67","6GB","128GB","4820mAh","6","6","8","6","8"
2020-11-28,Redmi Note 8,"1499","18","2019年09月03日","6.53","8GB","128GB","4500mAh","7","6","6","6","6"
2020-11-28,Redmi Note 8 Pro,"1499","18","2019年09月03日","6.53","8GB","128GB","4500mAh","7","6","6","6","6"
2020-11-28,Redmi Note 9 Pro,"1599","1","","6.67","6GB","128GB","4820mAh","6","6","8","6","8"
2020-11-28,Redmi Note 9 Pro Max,"1599","1","","6.67","6GB","128GB","4820mAh","6","6","8","6","8"
2020-11-28,Redmi Note 9S,"799","0","2020年03月","6.67","4GB","64GB","5020mAh","0","0","0","0","0"
2020-11-28,Redmi Pro,"2598","19","2020年3月27日","6.67","6GB","128GB","4700mAh","7","6","7","6","6"
2020-11-28,Redmi S2,"749","10","2018年>","5.99","4GB","64GB","3080mAh","5","5","5","6","5"
2020-11-28,Redmi Y2,"778","10","2018年05月","5.99","3GB","32GB","3080mAh","5","5","5","6","5"
2020-11-28,Redmi k20 pro,"2998","36","2019年5月28","6.39","8GB","64GB","4000mAh","10","9","8","8","8"
2020-11-28,Redmi k30i,"1938","2","2020年07月04日","6.67","8GB","256GB","4500mAh","8","6","7","7","6"
2020-11-28,Redmi 大音量,"999","0","2020年08月01日","6.53","6GB","64GB","5000mAh","0","0","0","0","0"
2020-11-28,Redmi 游戏芯,"1199","3","2020年06月30日","6.53","6GB","64GB","5020mAh","7","6","8","7","4"
2020-11-28,Redmi+6+Pro,"2598","19","2020年3月27日","6.67","6GB","128GB","4700mAh","7","6","7","6","6"
2020-11-28,Redmi10X,"1199","4","2020年05月26日","6.53","6GB","128GB","5020mAh","6","5","6","5","5"
2020-11-28,Redmi9,"1199","3","2020年06月30日","6.53","6GB","64GB","5020mAh","7","6","8","7","4"
2020-11-28,RedmiK30S,"3298","17","2020年11月1日","6.67","8GB","256GB","5000mAh","9","9","8","8","8"
2020-11-28,RedmiK30T,"0","0","2020年>","6.67","","","5000mAh","0","0","0","0","0"
2020-11-28,RedmiK40,"0","0","2020年>","","","","4500mAh","0","0","0","0","0"
2020-11-28,RedmiK40 Pro,"0","0","2020年>","","","","4500mAh","0","0","0","0","0"
2020-11-28,Redmi快充手机,"4499","19","2020年3月27日","6.67","8GB","512GB","4700mAh","7","6","8","6","8"
2020-11-28,Redmi红外遥控,"799","0","2020年03月","6.67","4GB","64GB","5020mAh","0","0","0","0","0"
2020-11-28,Redmi长续航手机,"4499","19","2020年3月27日","6.67","8GB","512GB","4700mAh","7","6","8","6","8"
2020-11-28,Reno,"2499","79","2020年9月25日","6.43","8GB","128GB","4300mAh","9","8","9","9","9"
2020-11-28,Royole FlexPai,"9988","0","2020年09月","7.8","8GB","256GB","4450mAh","0","0","0","0","0"
2020-11-28,Royole FlexPai 2,"9988","0","2020年09月","7.8","8GB","256GB","4450mAh","0","0","0","0","0"
2020-11-28,S01,"398","1","2016年07月>","5.5","1GB","16GB","2400mAh","0","0","0","0","0"
2020-11-28,S03,"399","3","2016年07月>","5","1GB","16GB","1900mAh","6","4","4","5","3"
2020-11-28,S09,"299","0","2018年>","5","1GB","8GB","1050mAh","0","0","0","0","0"
2020-11-28,S1,"1598","16","2019年03月","6.53","4GB","128GB","3940mAh大电池手机","6","6","7","7","7"
2020-11-28,S1 Pro,"1898","12","2019年05月","6.39","6GB","256GB","3700mAh（30分钟充电47%）大电池手机","8","8","6","9","9"
2020-11-28,S10,"3499","144","2019年02月","6.1","8GB","128GB/512GB","3400mAh（30分钟充电无%）大电池手机","8","10","8","10","10"
2020-11-28,S100,"5999","0","2018年08月","6","6GB","64GB","3980mAh大电池手机","0","0","0","0","0"
2020-11-28,S108,"0","0","","2.4","","","","0","0","0","0","0"
2020-11-28,S109,"388","2","2010年09月","2.4","","","1350mAh","8","8","8","8","8"
2020-11-28,S11,"2388","0","2017年12月","5","6GB","64GB","7000mAh","0","0","0","0","0"
2020-11-28,S11 Plus,"0","0","","6.9","","","5000mAh","0","0","0","0","0"
2020-11-28,S156,"358","0","2017年09月05日","3.5","512MB","4GB","2000mAh","0","0","0","0","0"
2020-11-28,S16,"3488","0","2020年>","6.3","8GB","128GB","6000mAh","0","0","0","0","0"
2020-11-28,S2,"799","47","2017年08月","5.5","4GB","64GB","3020mAh（30分钟充电33%）","7","7","6","7","7"
2020-11-28,S20,"5999","8","2020年03月20日","6.2","12GB","128GB","4000mAh","7","10","7","9","9"
2020-11-28,S20+,"5999","8","2020年03月20日","6.2","12GB","128GB","4000mAh","7","10","7","9","9"
2020-11-28,S200,"2310","9","2009年","3.8","","","1350mAh","0","0","0","0","0"
2020-11-28,S21,"0","0","","6.2","","","4000mAh","0","0","0","0","0"
2020-11-28,S3,"0","0","2019年>","5.7","3GB","32GB","4000mAh","0","0","0","0","0"
2020-11-28,S3 Pro,"800","225","2013年11月","4.5","1GB","4GB","2100mAh","4","5","4","6","4"
2020-11-28,S350,"750","0","2007年","2.6","","","","0","0","0","0","0"
2020-11-28,S36,"280","0","2017年>","5","1GB","8GB","2000mAh","0","0","0","0","0"
2020-11-28,S5,"1998","20","2019年11月22日","6.44","8GB","128GB","4100mAh","7","8","8","8","8"
2020-11-28,S500,"1140","26","2007年06月","","","","","0","0","0","0","0"
2020-11-28,S506M,"0","0","2018年>","5.5","2GB/3GB","16GB/32GB","2200mAh","0","0","0","0","0"
2020-11-28,S562Z,"899","0","2018年07月","5.7","4GB","64GB","3000mAh","0","0","0","0","0"
2020-11-28,S6,"2298","29","2020年04月","6.44","8GB","128GB","4500mAh","8","8","7","7","8"
2020-11-28,S6 5G版,"2598","29","2020年04月","6.44","8GB","256GB","4500mAh","8","8","7","7","8"
2020-11-28,S6000,"0","0","","","","","","0","0","0","0","0"
2020-11-28,S610,"699","0","2019年11月","6.088","4GB","64GB","3300mAh大电池手机","0","0","0","0","0"
2020-11-28,S626L,"699","1","2018年01月>","6","3GB","32GB","4710mAh","0","0","0","0","0"
2020-11-28,S685C,"1699","69","2016年09月15日","6","3GB","64GB","4100mAh","6","6","6","7","5"
2020-11-28,S685H,"1699","69","2016年09月15日","6","3GB","64GB","4100mAh","6","6","6","7","5"
2020-11-28,S685M,"1699","69","2016年09月15日","6","3GB","64GB","4100mAh","6","6","6","7","5"
2020-11-28,S685Q,"1699","69","2016年09月15日","6","3GB","64GB","4100mAh","6","6","6","7","5"
2020-11-28,S7,"2798","16","2020年08月","6.44","8GB","128GB","4000mAh","9","9","8","9","9"
2020-11-28,S711L,"950","5","2016年01月>","7","3GB","32GB","","6","5","5","6","5"
2020-11-28,S8,"3578","177","2017年05月25日","6.2","6GB","128GB","3500mAh大电池手机","7","9","8","9","9"
2020-11-28,S8 移动版,"3499","456","2017年05月25日","5.8","4GB","64GB","3000mAh（30分钟充电32%）","8","9","8","9","9"
2020-11-28,S8+,"3578","177","2017年05月25日","6.2","6GB","128GB","3500mAh大电池手机","7","9","8","9","9"
2020-11-27,S8-701u,"4099","15","2020年04月21日","6.57","8GB","128GB","4000mAh","9","10","8","9","9"
2020-11-27,S8-701w,"4099","15","2020年04月21日","6.57","8GB","128GB","4000mAh","9","10","8","9","9"
2020-11-28,S880,"800","169","2012年","5","512MB","4GB","2250mAh","4","5","5","5","4"
2020-11-28,S9,"2888","184","2018年03月16日","5.8","4GB","64GB/128GB/256GB","3000mAh","6","10","6","7","7"
2020-11-28,S9 Plus,"3699","206","2018年03月16日","6.2","6GB","64GB/128GB/256GB","3500mAh（30分钟充电37%）大电池手机","7","10","7","8","8"
2020-11-28,S9 plus,"3699","206","2018年03月16日","6.2","6GB","64GB/128GB/256GB","3500mAh（30分钟充电37%）大电池手机","7","10","7","8","8"
2020-11-28,S900,"800","41","2012年","4.5","1GB","4GB","1800mAh","6","6","4","8","4"
2020-11-28,SA 8,"19999","1","2020年11月11日","7.6","12GB","512GB","4500mAh","9","9","9","9","9"
2020-11-28,SAC-A0,"1299","21","2019年9月","6.3","6GB","128GB","4000mAh","7","7","7","7","6"
2020-11-28,SAGA M6,"1299","2","2015年12月>","5.5","1GB","16GB","4800mAh","5","5","5","5","5"
2020-11-28,SAMSUNG A5,"0","3","2018年>","5.6","4GB","32GB","","4","6","7","7","4"
2020-11-28,SAMSUNG-SM-G891A,"0","4","","5.1","4GB","32GB","4000mAh","6","6","5","6","7"
2020-11-28,SCH-I889,"9199","23","2020年08月28日","6.9","12GB","256GB","4500mAh","8","9","9","9","9"
2020-11-28,SCH-I919,"420","502","2013年09月","4","512MB","4GB","1500mAh","4","4","5","5","5"
2020-11-28,SCH-I939,"2800","1144","2012年05月","4.8","1GB","16GB","2100mAh","6","6","5","6","6"
2020-11-28,SCH-I939D,"2800","1144","2012年05月","4.8","1GB","16GB","2100mAh","6","6","5","6","6"
2020-11-28,SCH-I939I,"999","172","2014年03月","4.8","1.5GB","16GB","2100mAh","6","6","6","7","6"
2020-11-28,SCH-I959,"1460","183","2013年","4.3","1.5GB","8GB","2330mAh","7","7","6","6","8"
2020-11-28,SCH-N719,"9199","23","2020年08月28日","6.9","12GB","256GB","4500mAh","8","9","9","9","9"
2020-11-28,SCH-W2013,"4388","109","2013年01月","3.7","1GB","16GB","1820mAh","5","6","6","7","6"
2020-11-28,SCH-W699,"2200","4","2009年01月","2.8","","","1200mAh","0","0","0","0","0"
2020-11-28,SCH-W799,"3850","39","2010年01月","3","300MB","","1500mAh","4","4","4","4","4"
2020-11-28,SCH-W899,"1299","78","2010年11月","3.3","512MB","8GB","1500mAh","5","5","5","7","5"
2020-11-28,SCH-W999,"1250","96","2011年12月","3.5","1GB","16GB","1500mAh","5","6","5","7","6"
2020-11-28,SCH-i300,"0","3","2017年>","4.5","2.5GB","32GB","3500mAh大电池手机","8","4","8","8","8"
2020-11-28,SCH-i909,"5999","8","2020年03月20日","6.2","12GB","128GB","4000mAh","7","10","7","9","9"
2020-11-28,SCL-AL00,"649","149","2015年07月>","5","2GB","8GB","2200mAh","5","5","5","6","5"
2020-11-28,SCL-CL00,"649","149","2015年07月>","5","2GB","8GB","2200mAh","5","5","5","6","5"
2020-11-28,SCL-TL00,"649","149","2015年07月>","5","2GB","8GB","2200mAh","5","5","5","6","5"
2020-11-28,SCL-TL00H,"649","149","2015年07月>","5","2GB","8GB","2200mAh","5","5","5","6","5"
2020-11-28,SCMA,"1580","8","2008年","2.2","","","780mAh","0","0","0","0","0"
2020-11-28,SDM638,"0","1","2018年>","","","","","0","0","0","0","0"
2020-11-28,SEA-AL00,"3699","4","2020年04月28日","6.57","8GB","128GB","4000mAh","8","10","8","9","9"
2020-11-28,SEA-AL10,"3699","27","2020年04月28日","6.57","8GB","128GB","4000mAh","8","10","8","9","9"
2020-11-28,SEA-TL00,"3699","27","2020年04月28日","6.57","8GB","128GB","4000mAh","8","10","8","9","9"
2020-11-28,SEA-TL10,"3699","27","2020年04月28日","6.57","8GB","128GB","4000mAh","8","10","8","9","9"
2020-11-28,SGH-N378,"0","0","2020年>","6.5","8GB","128GB","5000mAh","0","0","0","0","0"
2020-11-28,SH800,"3099","2","2017年06月","5.5","3GB","64GB","4500mAh","5","5","4","6","4"
2020-11-28,SHARP AQUOS R3,"0","0","2019年>","6.2","6GB","128GB","3200mAh","0","0","0","0","0"
2020-11-28,SHARP AQUOS S2,"799","47","2017年08月","5.5","4GB","64GB","3020mAh（30分钟充电33%）","7","7","6","7","7"
2020-11-28,SHOWN P1,"399","5","2015年12月>","5","1GB","8GB","1400mAh","5","5","3","6","4"
2020-11-28,SHV-E330S,"2180","22","2013年","5","2GB","32GB","2600mAh","5","7","5","6","7"
2020-11-28,SKR-A0,"2999","6","2020年3月6日","6.67","8GB","128GB","4720mAh","6","8","6","4","6"
2020-11-28,SKR-H0,"2999","6","2020年3月6日","6.67","8GB","128GB","4720mAh","6","8","6","4","6"
2020-11-28,SKW-A0,"5299","33","2020年3月27日","7.1","8GB","256GB","5000mAh","9","9","10","7","10"
2020-11-28,SKW-H0,"5299","33","2020年3月27日","7.1","8GB","256GB","5000mAh","9","9","10","7","10"
2020-11-28,SLA-AL00,"849","183","2017年04月28日","5.5","4GB","64GB","4000mAh","8","5","8","7","6"
2020-11-28,SLA-TL10,"849","183","2017年04月28日","5.5","4GB","64GB","4000mAh","8","5","8","7","6"
2020-11-28,SM-A102U,"0","0","2019年>","6.2","3GB","32GB","3400mAh大电池手机","0","0","0","0","0"
2020-11-28,SM-A2070,"1293","0","2019年10月","6.5","4GB","64GB","4000mAh","0","0","0","0","0"
2020-11-28,SM-A3000,"0","4","","4.7","2GB","16GB","3000mAh","7","7","7","8","7"
2020-11-28,SM-A3009,"0","4","","4.7","2GB","16GB","3000mAh","7","7","7","8","7"
2020-11-28,SM-A3050,"1499","5","2019年04月","6.4","6GB","64GB","5000mAh（30分钟充电22%）","6","5","7","5","5"
2020-11-28,SM-A3058,"1499","5","2019年04月","6.4","6GB","64GB","5000mAh（30分钟充电22%）","6","5","7","5","5"
2020-11-28,SM-A5000,"0","3","2018年>","5.6","4GB","32GB","","4","6","7","7","4"
2020-11-28,SM-A5009,"0","3","2018年>","5.6","4GB","32GB","","4","6","7","7","4"
2020-11-28,SM-A5070,"1489","22","2019年11月","6.4","6GB","128GB","4000mAh","7","8","7","8","8"
2020-11-28,SM-A5100,"1159","106","2016年02月>","5.2","3GB","16GB","2900mAh","6","2","7","8","8"
2020-11-28,SM-A5108,"1159","106","2016年02月>","5.2","3GB","16GB","2900mAh","6","2","7","8","8"
2020-11-28,SM-A5160,"2399","1","2020年06月","6.5","8GB","128GB","4500mAh","2","2","5","6","6"
2020-11-28,SM-A520F,"0","0","2017年>","5.2","3GB","32GB","3000mAh","0","0","0","0","0"
2020-11-28,SM-A526B,"0","0","2020年>","6.5","8GB","128GB","5000mAh","0","0","0","0","0"
2020-11-28,SM-A5300,"0","3","2018年>","5.6","4GB","32GB","","4","6","7","7","4"
2020-11-28,SM-A530N,"6999","3","2018年01月>","5.6","4GB","32GB","3000mAh","4","6","5","7","4"
2020-11-28,SM-A530x,"0","3","2018年>","5.6","4GB","32GB","","4","6","7","7","4"
2020-11-28,SM-A600FN,"0","0","2018年>","5.6","","32GB/64GB","3000mAh","0","0","0","0","0"
2020-11-28,SM-A6050,"1198","11","2018年06月15日","6","4GB","64GB","3500mAh大电池手机","4","4","6","7","7"
2020-11-28,SM-A6058,"1198","11","2018年06月15日","6","4GB","64GB","3500mAh大电池手机","4","4","6","7","7"
2020-11-28,SM-A605G,"0","0","2018年>","6","","32GB/64GB","3500mAh大电池手机","0","0","0","0","0"
2020-11-28,SM-A605GN,"0","0","2018年>","6","","32GB/64GB","3500mAh大电池手机","0","0","0","0","0"
